waypoint_id,joint1pose,joint2pose,joint3pose,joint4pose,joint5pose,joint6pose,joint1velocity,joint2velocity,joint3velocity,joint4velocity,joint5velocity,joint6velocity,FTData1,FTData2,FTData3,FTData4,FTData5,FTData6,TCA_button_288_state,TCA_button_289_state,TCA_button_292_state,TCA_button_293_state,TCA_button_704_state,TCA_switch_290_state,TCA_switch_291_state,TCA_switch_294_state,TCA_switch_295_state,TCA_switch_296_state,TCA_switch_297_state,TCA_switch_298_state,TCA_switch_299_state,TCA_switch_300_state,TCA_switch_301_state,TCA_switch_302_state,TCA_switch_303_state,TCA_switch_707_state,TCA_switch_708_state,TCA_switch_709_state,TCA_switch_710_state,TCA_switch_711_state,TCA_switch_712_state,TCA_switch_713_state,TCA_switch_714_state,TCA_switch_715_state,TCA_switch_716_state,TCA_switch_717_state,TCA_switch_718_state,TCA_switch_112_state,TCA_switch_0_state,TCA_lever_0_value,TCA_lever_1_value,TCA_lever_2_value,TCA_lever_5_value,TA320_button_0_state,TA320_button_0_state,TA320_button_0_state,TA320_button_0_state,TA320_button_0_state,TA320_button_0_state,TA320_button_0_state,TA320_button_0_state,TA320_button_0_state,TA320_button_0_state,TA320_button_0_state,TA320_button_0_state,TA320_button_0_state,TA320_button_0_state,TA320_button_0_state,TA320_button_0_state,TA320_switch_0_state,TA320_lever_0_value,TA320_lever_0_value,TA320_lever_0_value,TA320_lever_0_value,TA320_lever_0_value,TA320_lever_0_value,GripperState
44,0.843369,-1.37992,2.36925,-2.77004,-1.42985,1.3495,0,0,-0,0,-0,0,-0.680781,-3.90164,-3.72393,0.159815,-0.209472,0.0244135,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0.00218204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
45,1.07183,-1.42954,1.9483,-2.09897,-1.56557,0.840344,0,0,-0,0,0,-0,-3.58983,-1.89897,2.01633,0.0984094,-0.0050371,0.0564307,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0.00218204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46,1.07183,-1.42952,1.94834,-2.09895,-1.56556,0.840351,0,0,-0,0,0,-0,-3.57436,-1.90454,1.87926,0.0980709,-0.0124809,0.055858,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0.00218204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
47,0.955084,-1.37559,2.15646,-2.23516,-1.63358,1.11356,0,0,-0,0,0,0,-2.96069,-3.68991,-3.6942,0.157944,-0.0486599,0.112134,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0.00218204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
48,1.07241,-1.35912,2.18407,-2.34059,-1.84018,1.32895,0,0,-1.33671e-30,0,0,-0,-2.47965,-2.85508,-4.15081,0.271632,-0.0933257,0.029748,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0.00218204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
49,0.900273,-1.45639,2.33726,-2.55242,-1.53796,1.32628,0,0,-0,0,-0,0,-0.806293,-3.04295,-0.394114,0.068217,-0.121737,0.130268,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0.00218204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
50,1.13546,-1.35845,2.26018,-2.52382,-1.95175,-0.0540889,0,0,-0,0,-0,0,-4.54191,-1.25567,-5.37337,0.0579573,0.012617,0.0820529,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0.00218204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
51,0.822398,-1.39768,2.19109,-2.22917,-1.40774,-0.612152,0,0,-0,0,0,-0,-3.13445,-2.44751,-2.12828,0.0468828,0.0474178,0.0847433,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0.00218204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
52,0.962677,-1.39123,2.19124,-2.30441,-1.64405,1.01809,0,0,-0,0,-0,-0,-4.31282,-3.28374,-3.26561,0.0876165,-0.165828,0.00980892,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0.00218204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
53,1.09546,-1.69188,2.09209,-2.36153,-1.64405,1.0181,0,0,0.000112367,0,-0,-0,-0.317048,0.422707,1.86472,-0.0995663,0.133776,0.0530062,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0.00218204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54,1.07852,-1.52222,2.11182,-2.40635,-1.62736,1.23376,0,0,-0,0,0,0,0.0497272,-1.05108,0.530585,-0.0289527,0.0692365,0.0734517,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0.00218204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
55,1.08254,-1.31434,2.1362,-2.52806,-1.61367,-0.155316,0,0,-0,0,0,-0,-2.57256,-1.42937,-4.78612,0.0797598,0.151307,0.0865337,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0.00218204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
56,0.965474,-1.32486,2.13566,-2.44823,-1.3822,-0.244885,0,0,-0,0,0,0,-2.6814,-0.570397,-6.37108,-0.0337958,0.0445591,0.16242,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0.00218204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
57,1.14823,-1.29984,2.14657,-2.5881,-1.74358,-0.24452,0,0,-0,-0,0,0,-4.34473,-1.79743,-5.15853,0.0606032,0.0415109,0.0331332,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0.00218204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
58,1.12044,-1.31569,2.24205,-2.79592,-1.68767,-0.243021,5.76556e-14,0,-0,-0,0,-0,-2.73436,-2.8624,-6.14278,0.259313,0.169145,0.0460023,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0.00218204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
59,1.07776,-1.27599,2.01649,-2.28705,-1.60116,-0.328306,0,0,-0,-0,-0,0,-4.41334,-1.96853,-2.51267,0.0122253,-0.009181,0.0924073,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0.00218204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
60,1.07777,-1.5937,2.01668,-2.28713,-1.60104,-0.328284,0,0,-0,-0,-0,0,-6.06515,1.16591,1.9081,-0.0609079,-0.0301705,0.0837956,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0.00218204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61,1.07775,-1.59367,2.01679,-2.28711,-1.60106,-0.328302,0,0,8.64791e-05,-0,-0,0,-5.87218,1.13791,2.13214,-0.0631019,-0.0319279,0.0870931,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0.00218204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
62,0.943259,-1.32022,2.21834,-2.72663,-1.47456,-0.595568,0,3.08286e-44,-0,0,-0,0,-4.97016,0.408051,-10.0316,-0.0490749,-0.00689569,0.0750407,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0.00218204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
63,0.829651,-1.31576,2.1831,-2.56867,-1.25212,-0.595787,0,0,-0,-0,0,-0,-3.39281,-3.04844,-5.01662,0.222639,0.0172208,0.122146,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0.00218204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
64,1.055,-1.29215,2.18496,-2.72655,-1.7031,-0.296978,0,0,-0,0,-0,-0,-3.53256,-3.09616,-7.31939,0.219369,0.206095,0.0242136,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0.00218204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
65,0.825835,-1.30803,2.36028,-3.0135,-1.24309,1.20608,0,0,-0,-0,0,0,-1.00865,-3.63674,-7.93882,0.0764185,-0.114451,0.0924399,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0.00218204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
66,1.0317,-1.17366,1.82813,-2.02754,-1.6622,1.13054,0,0,-0,0,0,0,-7.2771,-1.63288,-2.29669,0.141364,-0.440256,0.0627492,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0.00218204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
67,0.954264,-1.30089,2.1098,-2.49811,-1.49991,-0.0536016,3.97397e-05,0,-0,0,0,0,-3.28662,-0.411142,2.77572,0.0207716,0.0703519,0.0916548,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0.00218204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
68,0.959989,-1.64937,2.10915,-2.50124,-1.49989,-0.0535868,3.61269e-05,0,0.000117238,0,0,0,-4.18719,3.9775,1.7159,-0.135584,0.0746423,0.0955207,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0.00218204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
69,0.960001,-1.64933,2.10917,-2.50119,-1.4999,-0.0536049,3.11288e-05,0,0.000116629,0,0,0,-4.40429,3.82734,1.67494,-0.135334,0.0639276,0.095016,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0.00218204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70,0.959878,-1.64893,2.10978,-2.50012,-1.49989,-0.0536016,0,0,-0,0,0,0,-4.01839,4.31701,1.52367,-0.126047,0.0644762,0.100723,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0.00218204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
71,1.02589,-1.41826,2.20584,-2.21487,-1.52047,-0.052377,0,0,-0,0,0,0,-3.78156,-1.95267,-6.00231,0.0377313,0.0353416,0.0396836,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0.00218204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
72,1.20856,-1.39928,2.23545,-2.36271,-1.81572,-0.0524204,0,0,-0,-0,0,0,-3.94679,-0.146333,-6.92464,-0.12745,0.338007,0.0501257,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0.00218204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
73,0.964459,-1.45382,2.27313,-2.3054,-1.42165,-0.0476587,0,0,-0,0,0,-0,-3.44628,-2.15283,-5.65392,0.0549276,0.0470249,0.0481798,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0.00218204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
74,0.962167,-1.50869,2.40147,-2.54714,-1.4251,0.174561,0,0,-0,-0,0,-0,-4.03178,-2.12972,-7.2207,0.0793958,-0.0268882,0.0115752,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0.00218204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
75,1.14101,-1.28026,2.00303,-1.92249,-1.70556,0.174276,0,0,-0,0,0,-0,-4.21315,-3.1036,-3.90457,0.0340051,0.17258,0.0219568,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0.00218204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
76,1.25632,-1.4176,2.35517,-2.62839,-1.90114,0.531772,0,0,-0,0,-0,-0,-4.08992,-0.521359,-4.65526,0.150895,0.12268,0.048542,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0.00218204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
77,1.25639,-1.73669,2.09723,-2.49952,-1.90104,0.531772,0,8.62468e-37,0.000293028,3.3949e-12,0,-0,-4.0074,6.69192,-0.652353,-0.204984,0.0461864,0.0506175,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0.00218204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
78,1.25635,-1.73671,2.09786,-2.49949,-1.90104,0.531772,0,0,8.45939e-05,0,0,-0,-4.0633,6.73913,-0.465143,-0.212044,0.0445991,0.051032,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0.00218204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
79,0.835392,-1.31749,2.24981,-2.68588,-1.54651,1.03349,0,0,-0,0,-0,0,-1.18206,-4.65932,-8.41471,0.321996,-0.167763,0.0611359,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0.00218204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
80,0.883882,-1.299,2.33775,-2.94782,-1.63681,-0.314737,0,0,-0,0,-0,-0,-4.22882,-4.72799,-2.35785,0.261964,0.0792502,0.0674606,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0.00218204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
81,0.790317,-1.32393,2.26096,-2.68309,-1.45702,1.33247,0,0,-0,0,-0,0,-1.46589,-4.18932,-3.8639,-0.0308375,-0.0022335,0.00909533,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0.00218204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
82,0.856886,-1.31489,2.29427,-2.80543,-1.58573,0.180651,0,0,-0,-0,0,-0,-1.84566,-1.41799,-8.65221,0.159721,0.0696046,0.061861,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0.00218204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
83,0.90807,-1.29131,2.32328,-2.9307,-1.68441,1.12244,0,0,-0,0,0,0,-2.91506,-3.1008,-6.54356,0.327466,-0.234336,-0.00657784,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0.00218204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
84,0.749839,-1.32933,2.28035,-2.69366,-1.36863,-1.32658,0,0,-0,0,-0,-0,-6.05543,0.780242,-8.10816,-0.101717,0.0155869,0.0392085,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0.00218204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
85,0.846325,-1.7815,2.29195,-2.37584,-1.30309,-0.820708,-0.00019734,0,0.000121059,5.4942e-05,-0,-0,-4.75878,1.84718,1.17597,-0.182172,0.0011699,0.0210905,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0.00218204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
86,0.846257,-1.78137,2.29252,-2.37556,-1.30312,-0.820723,0,0,0.000307973,0,-0,-0,-5.07025,1.93912,1.41232,-0.179621,0.0105179,0.0259212,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0.00218204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
87,0.806318,-1.38037,2.24913,-2.56143,-1.56509,-0.616379,0,0,-0,0,0,0,-4.80861,-1.49767,-4.6376,-0.00272874,-0.052258,0.104207,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0.00218204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
88,0.907131,-1.35274,2.24091,-2.60574,-1.74969,-0.615816,0,0,-0,0,-0,0,-4.05291,-2.80501,-6.02901,0.0336044,0.123747,0.108749,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0.00218204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
89,0.688187,-1.38227,2.23245,-2.44738,-1.35146,-0.618662,0,0,-0,-0,0,0,-4.74092,-2.33413,-10.6223,0.00413673,-0.286582,0.13691,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0.00218204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
90,0.901852,-1.3497,2.22673,-2.57831,-1.73958,-0.618145,0,0,-0,0,-0,-0,-3.46387,-4.72699,-8.37565,0.228946,0.135317,0.032572,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0.00218204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
91,0.812192,-1.38798,2.38914,-2.89179,-1.57016,-1.80567,0,0,-0,0,1.20276e-10,-0,-5.28667,-2.88795,-5.78012,-0.0779557,0.104854,0.055573,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0.00218204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
92,0.796508,-1.37603,2.22426,-2.50046,-1.55237,0.837869,0,0,-0,0,-0,0,-3.5799,-2.42504,-2.79969,0.0918068,-0.0166823,0.00261067,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0.00218204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
93,1.16383,-1.83587,2.24108,-2.4975,-1.52813,-0.331005,0,0,-0,0,-0,0,-4.07357,2.60963,1.08081,-0.215806,-0.0816766,0.127601,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0.00218204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
