waypoint_id,joint1pose,joint2pose,joint3pose,joint4pose,joint5pose,joint6pose,joint1velocity,joint2velocity,joint3velocity,joint4velocity,joint5velocity,joint6velocity,FTData1,FTData2,FTData3,FTData4,FTData5,FTData6,TCA_button_288_state,TCA_button_289_state,TCA_button_292_state,TCA_button_293_state,TCA_button_704_state,TCA_switch_290_state,TCA_switch_291_state,TCA_switch_294_state,TCA_switch_295_state,TCA_switch_296_state,TCA_switch_297_state,TCA_switch_298_state,TCA_switch_299_state,TCA_switch_300_state,TCA_switch_301_state,TCA_switch_302_state,TCA_switch_303_state,TCA_switch_707_state,TCA_switch_708_state,TCA_switch_709_state,TCA_switch_710_state,TCA_switch_711_state,TCA_switch_712_state,TCA_switch_713_state,TCA_switch_714_state,TCA_switch_715_state,TCA_switch_716_state,TCA_switch_717_state,TCA_switch_718_state,TCA_switch_112_state,TCA_switch_0_state,TCA_lever_0_value,TCA_lever_1_value,TCA_lever_2_value,TCA_lever_5_value,TA320_button_0_state,TA320_button_0_state,TA320_button_0_state,TA320_button_0_state,TA320_button_0_state,TA320_button_0_state,TA320_button_0_state,TA320_button_0_state,TA320_button_0_state,TA320_button_0_state,TA320_button_0_state,TA320_button_0_state,TA320_button_0_state,TA320_button_0_state,TA320_button_0_state,TA320_button_0_state,TA320_switch_0_state,TA320_lever_0_value,TA320_lever_0_value,TA320_lever_0_value,TA320_lever_0_value,TA320_lever_0_value,TA320_lever_0_value,GripperState
10,0.949638,-0.952666,1.54929,-2.0714,-1.46413,-0.922669,-3.54529e-43,0,-0,-0,0,-0,1.86897,-5.77292,2.3295,0.188274,0.167565,-0.0284926,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0.00218204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
11,0.810048,-0.925295,1.55004,-1.96047,-1.10302,-1.56911,0,0,-0,-0,0,0,3.66035,-0.55248,-0.0736729,-0.0563978,0.174655,0.0609921,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0.00218204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
12,1.07753,-0.882001,1.42362,-1.93576,-1.80064,0.79739,0,0,-0,0,0,8.46208e-15,0.0959803,-5.3493,-1.45193,0.229329,-0.179325,-0.121242,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0.00218204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
13,0.853978,-0.891216,1.45296,-1.85114,-1.2172,-0.558454,0,0,-0,-0,-0,-0,7.02444,-6.06368,0.833148,0.301052,0.226077,0.0232003,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0.00218204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
14,1.11362,-0.890553,1.46531,-2.00946,-1.89265,-0.433427,0,0,-0,0,-0,-0,-0.173862,-8.60102,1.09025,0.391878,-0.0963997,-0.0528542,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0.00218204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
15,1.06539,-1.23428,1.4656,-1.81264,-1.48359,-0.433917,9.94265e-05,-7.0431e-33,-0,0,-0,0,3.54943,-3.31253,2.27649,0.299065,0.0368735,0.00537196,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0.00218204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,1.06534,-1.23429,1.46563,-1.81261,-1.48359,-0.433882,0,0,-0,0,-0,0,3.58626,-3.33546,2.49094,0.297866,0.039087,0.0036879,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0.00218204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
17,0.903943,-1.18521,1.93976,-2.28016,-1.47725,0.439112,2.57277e-05,0,-0,0,-0,-6.02828e-35,1.81465,-6.7788,-0.831175,0.209636,0.0285192,-0.0167203,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0.00218204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
18,0.928797,-1.18548,1.94283,-2.3017,-1.53175,-0.579123,0,0,-0,-0,-0,-0,2.86454,-4.19374,0.613628,0.316766,0.0126542,0.052808,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0.00218204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
19,0.86912,-1.23449,2.09827,-2.57037,-1.40402,-0.578943,0,0,-0,0,-0,-0,2.70722,-1.13045,1.27558,0.236845,0.0352655,-0.00351895,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0.00218204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
20,0.995337,-1.06703,1.70392,-1.927,-1.66745,-0.577228,4.14233e-32,0,-0,2.25399e-19,-3.16188e-31,-0,2.68258,-7.49088,1.54424,0.437804,0.0649427,-0.0160274,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0.00218204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
21,0.903207,-1.099,1.75831,-1.97094,-1.47563,0.95394,0,0,-0,0,7.86574e-28,-0,-0.458923,-7.57848,-1.02372,0.370973,-0.0832438,-0.0953865,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0.00218204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
22,1.07196,-1.1005,1.80104,-2.11549,-1.83982,0.954168,0,0,-0,0,-0,-0,-0.869074,-3.72919,-0.996091,0.215978,-0.15557,-0.0623206,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0.00218204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
23,1.07143,-1.40883,1.61113,-1.71941,-1.56898,1.30232,0,3.748e-30,-0,0,-0,0,0.841613,-5.59746,0.114946,0.231605,-0.0152789,-0.0686535,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0.00218204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,1.07149,-1.40878,1.61119,-1.71939,-1.56898,1.30232,-1.25529e-05,0,-0,0,-0,-0,0.544294,-5.60267,0.415466,0.247792,-0.0131889,-0.0746513,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0.00218204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
25,0.966589,-1.17071,1.87951,-2.26726,-1.57313,1.04423,0,0,-0,-0,0,-0,3.87879,-5.44355,-4.8782,0.340208,0.20903,-0.0634606,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0.00218204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
26,1.07948,-1.14659,1.88184,-2.33339,-1.82376,1.07153,-2.50929e-10,0,-0,-0,-0,-0,1.74768,-2.7996,-7.65971,0.206742,0.0976087,-0.0366352,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0.00218204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
27,0.894372,-1.12472,1.77726,-2.04612,-1.40957,0.907374,0,0,-0,0,0,-0,1.17753,-5.67797,-3.07423,0.11011,0.0281422,-0.027976,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0.00218204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
28,1.09335,-1.10826,1.79125,-2.16467,-1.85427,1.19703,0,0,-2.25139e-36,0,-0,-0,1.83915,-2.71116,-6.43856,0.144639,0.171944,-0.0487513,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0.00218204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
29,0.903263,-1.12653,1.779,-2.05483,-1.43067,-0.535224,0,0,-0,-0,0,-0,2.79934,-4.16653,-4.29409,0.322127,0.0424127,0.0740836,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0.00218204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
30,1.015,-1.43048,1.72615,-1.96225,-1.64249,0.475195,0,0,-0,0,0,-0,0.357545,-3.38492,0.85666,0.182897,0.0349728,-0.0557022,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0.00218204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,1.0149,-1.43048,1.72776,-1.96221,-1.64249,0.475172,0,0,0.000188205,0,0,-0,0.597922,-3.43526,0.980111,0.175301,0.0334902,-0.0597199,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0.00218204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
32,0.839614,-0.963788,1.57042,-1.83573,-1.24103,-0.616659,0,0,-0,-0,-0,-0,3.35098,-5.93304,-3.12754,0.358277,-0.0563107,0.0135366,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0.00218204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
33,0.932605,-0.981592,1.57286,-1.90839,-1.45917,-0.458725,0,0,-0,0,-0,-0,2.07222,-6.23465,-4.28311,0.264387,0.0164947,-0.0182813,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0.00218204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
34,0.837338,-0.963548,1.57237,-1.83692,-1.23436,0.887696,0,0,-0,-0,-0,-0,-0.425018,-10.1111,-7.42267,0.325932,-0.212435,-0.0234714,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0.00218204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
35,0.791315,-1.07077,1.8367,-2.25961,-1.12363,0.839545,0,0,-0,0,-0,-0,2.46507,-8.96761,-5.57498,0.34005,-0.0164462,-0.00220422,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0.00218204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
36,0.978969,-0.903294,1.42424,-1.71154,-1.58563,1.29593,0,0,-0,0,-6.00797e-09,-0,-0.633757,-7.63634,-8.7809,0.401857,0.0241523,-0.0695316,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0.00218204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
37,0.946967,-1.0117,1.63154,-2.00931,-1.49394,-0.489508,0,-2.90192e-16,-0,0,-0,-0,2.62339,-7.51219,-5.31823,0.364886,0.101731,0.0272616,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0.00218204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
38,0.947118,-1.46216,1.6317,-2.00943,-1.49411,-0.489477,-9.63749e-05,0,5.00824e-05,8.48051e-05,0,-0,0.00671002,-1.56781,1.78323,0.133998,0.0366026,0.0247756,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0.00218204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39,0.947078,-1.46181,1.63218,-2.00928,-1.49411,-0.489512,-0.000378083,0,-0,0,-3.29659e-24,-0,-0.0784055,-1.75002,1.90693,0.125855,0.0313568,0.0209365,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0.00218204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
40,0.887444,-0.928103,1.5161,-1.9227,-1.23361,-0.664768,0,0,-0,0,-0,-0,6.6649,-7.28696,-1.28943,0.342182,0.414679,0.0475936,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0.00218204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
41,0.981015,-0.946997,1.52576,-2.00464,-1.47972,-0.559335,0,0,-0,0,-0,-0,3.13579,-7.66445,-4.76235,0.262341,0.0792171,0.0465387,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0.00218204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
42,0.88114,-0.882423,1.42802,-1.77447,-1.22505,-2.12658,0,0,-0,0,-0,-0,1.70095,-5.98887,-6.57471,0.442732,-0.0432627,0.0681012,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0.00218204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
43,0.882959,-0.888217,1.43653,-1.79001,-1.22985,-2.87908,0,0,-0,-0,-0,-0,-2.89677,-0.832412,-5.65336,-0.0340723,-0.25691,0.0670786,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0.00218204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
44,0.832181,-0.869435,1.43953,-1.74185,-1.0894,-0.720112,0,0,-0,0,0,5.59452e-32,6.63574,-6.15308,0.872019,0.233366,0.395084,0.0768892,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0.00218204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
45,1.02423,-1.00701,1.67858,-2.28545,-1.59042,-3.59,0,0,-0,0,-0,0,-0.409968,-4.79471,-2.15795,0.129724,-0.0196141,0.162715,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0.00218204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
46,1.02073,-1.34251,1.6792,-2.29941,-1.59062,-3.58997,0,0,-0,0,0,0,3.11766,-10.1286,1.37359,0.373675,0.155072,0.142306,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0.00218204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47,1.02066,-1.34245,1.67924,-2.29936,-1.59064,-3.58996,0,0,-0,0,0,0,2.98626,-9.98946,1.64228,0.383924,0.165396,0.152183,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0.00218204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
48,0.897269,-1.00447,1.60057,-2.04758,-1.38523,-1.85088,0,0,-0,0,-0,0,0.559083,-5.93874,-2.57216,0.269164,-0.0191774,0.0150627,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0.00218204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
49,1.00336,-1.00216,1.60087,-2.10905,-1.65593,-1.85087,0,0,-0,-0,0,0,1.35791,-8.22488,-5.15549,0.207882,-0.0342387,0.0196055,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0.00218204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
50,0.77414,-0.972533,1.60112,-1.94584,-1.07896,-0.748286,0,0,-0,-0,0,0,3.07889,-6.8853,-5.01393,0.321161,-0.0503286,0.0723781,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0.00218204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
51,1.10309,-0.97963,1.61419,-2.17332,-1.91931,-0.746942,0,0,-0,0,0,-0,0.536896,-8.58329,-6.33439,0.217613,0.122744,-0.00158248,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0.00218204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
52,0.804716,-1.09907,1.97367,-2.71201,-1.16712,-0.487946,0,0,-0,-0,0,-0,1.3538,-6.07497,-5.00008,0.494181,0.0789324,-0.0101119,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0.00218204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
53,0.945109,-1.04104,1.68662,-2.22957,-1.51877,0.860379,0,0,-0,0,0,-0,1.68622,-6.39093,-5.90607,0.286032,-0.0569734,-0.0753953,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0.00218204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
54,1.25184,-1.35242,1.52441,-1.87781,-1.51143,-0.533279,0.000101609,0,-0,-0,-0,-0,0.825503,-4.90063,3.18402,0.127937,0.0460928,0.0489849,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0.00218204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55,1.25176,-1.35237,1.52448,-1.8778,-1.51144,-0.533275,-8.4262e-05,0,-0,0,-0,-0,1.06382,-4.68014,3.08998,0.13445,0.0483222,0.0568676,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0.00218204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
56,0.939691,-1.06444,1.67691,-1.9288,-1.28181,-0.531301,0,0,-0,0,-0,0,4.10815,-6.20256,-0.515909,0.217189,0.0840433,0.0838339,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0.00218204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
57,1.02425,-1.07836,1.68036,-1.99146,-1.47432,-0.530678,0,0,-0,0,-0,-0,2.42158,-7.11237,2.40284,0.284558,0.098821,0.0336493,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0.00218204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
58,1.01066,-1.131,1.79731,-2.18345,-1.44095,-0.5245,0,0,-0,0,-0,-0,-1.7458,-5.93456,-2.74935,0.28672,-0.353074,0.0174549,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0.00218204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
